,zip,AQI,Category Number,Category Name,Pollutant
1489,14260,93,2,Moderate,OZONE
1490,14301,93,2,Moderate,OZONE
1491,14303,93,2,Moderate,OZONE
1492,14304,93,2,Moderate,OZONE
1493,14305,93,2,Moderate,OZONE
1494,14884,93,2,Moderate,OZONE
1495,14569,93,2,Moderate,OZONE
1496,14591,93,2,Moderate,OZONE
1497,14813,93,2,Moderate,OZONE
1498,14802,93,2,Moderate,OZONE
1499,14803,93,2,Moderate,OZONE
1500,14804,93,2,Moderate,OZONE
1501,14895,93,2,Moderate,OZONE
1502,14897,93,2,Moderate,OZONE
1503,14822,93,2,Moderate,OZONE
1504,14482,93,2,Moderate,OZONE
1505,14525,93,2,Moderate,OZONE
1506,14530,93,2,Moderate,OZONE
1507,14536,93,2,Moderate,OZONE
1508,14550,93,2,Moderate,OZONE
1509,14880,93,2,Moderate,OZONE
1510,14701,93,2,Moderate,OZONE
1511,14706,93,2,Moderate,OZONE
1512,14708,93,2,Moderate,OZONE
1513,14709,93,2,Moderate,OZONE
1514,14710,93,2,Moderate,OZONE
1515,14711,93,2,Moderate,OZONE
1516,14712,93,2,Moderate,OZONE
1517,14714,93,2,Moderate,OZONE
1518,14715,93,2,Moderate,OZONE
1519,14716,93,2,Moderate,OZONE
1520,14717,93,2,Moderate,OZONE
1521,14718,93,2,Moderate,OZONE
1522,14719,93,2,Moderate,OZONE
1523,14721,93,2,Moderate,OZONE
1524,14723,93,2,Moderate,OZONE
1525,14724,93,2,Moderate,OZONE
1526,14726,93,2,Moderate,OZONE
1527,14727,93,2,Moderate,OZONE
1528,14728,93,2,Moderate,OZONE
1529,14729,93,2,Moderate,OZONE
1530,14731,93,2,Moderate,OZONE
1531,14733,93,2,Moderate,OZONE
1532,14735,93,2,Moderate,OZONE
1533,14736,93,2,Moderate,OZONE
1534,14737,93,2,Moderate,OZONE
1535,14738,93,2,Moderate,OZONE
1536,14739,93,2,Moderate,OZONE
1537,14740,93,2,Moderate,OZONE
1538,14741,93,2,Moderate,OZONE
1539,14743,93,2,Moderate,OZONE
1540,14744,93,2,Moderate,OZONE
1541,14747,93,2,Moderate,OZONE
1542,14748,93,2,Moderate,OZONE
1543,14750,93,2,Moderate,OZONE
1544,14753,93,2,Moderate,OZONE
1545,14754,93,2,Moderate,OZONE
1546,14755,93,2,Moderate,OZONE
1547,14757,93,2,Moderate,OZONE
1548,14760,93,2,Moderate,OZONE
1549,14767,93,2,Moderate,OZONE
1550,14769,93,2,Moderate,OZONE
1551,14770,93,2,Moderate,OZONE
1552,14772,93,2,Moderate,OZONE
1553,14775,93,2,Moderate,OZONE
1554,14777,93,2,Moderate,OZONE
1555,14779,93,2,Moderate,OZONE
1556,14781,93,2,Moderate,OZONE
1557,14782,93,2,Moderate,OZONE
1558,14784,93,2,Moderate,OZONE
1559,14787,93,2,Moderate,OZONE
1560,14416,93,2,Moderate,OZONE
1561,14422,93,2,Moderate,OZONE
1562,14427,93,2,Moderate,OZONE
